,Job_name,Company_name
1548, Xaricdə təhsil üzrə satış mütəxəssisi ,  Pilgrim Education 
1549, İnsan Resurları üzrə Mütəxəssis ,  VMF 
1551, Satış meneceri , A Aqua Estetica 
1552, Aparıcı mühasib ,  Kristal Abşeron 
1553, Azerbaijan Language Teacher ,  Landau School 
1554, Restaurant Manager ,  Saffron Group 
1555, Assistant Restaurant Manager ,  Saffron Group 
1556, Receptionist ,  English Corner 
1557, İnsan Resursları üzrə Asistent , D Dalga Beach Aquapark 
1558, İşə qəbul üzrə aparıcı mütəxəssis ,  Mars Overseas Baku 
1559, Məhkəmələrlə iş şöbəsinin hüquqşünası ,  TuranBank ASC 
1560, Satınalma mütəxəssisi ,  Veysəloğlu MMC 
1561, Elektronika sahəsində Texniki Operator , M Myshops 
1562, ERP sistemləri üzrə baş mütəxəssis , P PMD Hospitality 
1565, Əczaçı ,  AzəriMed QSC 
1566, Stasionar Tibb Bacısı ,  AzəriMed QSC 
1568, Graphic Designer ,  European Azerbaijan School 
1569, Satınalma üzrə mütəxəssis , H Halal - P 
1570, Mühasib (xanım) , L Login International 
1571, HR Leading Specialist , L Logistics Company 
1572, Operations Manager ,  LV Caspian Ltd 
1573, Ekstruder operatoru ,  SƏBA 
1574, Əməliyyatçı menecer , F FY Logistics 
1576, Менеджер по продажам услуг , I İndital.az 
1577, Satış təmsilçisi (The Entertainer oyuncaq mağazası) ,  Zeta Group 
1578, Satış meneceri , O Ofis Plus 
1579, Redaktor ,  Trend News Agency 
1580, Azerbaijani Language Teacher , K Khazar University Dunya IB School 
1581, Social Sciences Teacher , K Khazar University Dunya IB School 
1582, Sciences Teacher , K Khazar University Dunya IB School 
1583, ICT Teacher , K Khazar University Dunya IB School 
1584, German teacher , K Khazar University Dunya IB School 
1586, Fixed Products Sales Acquisition Specialist , U Uninet MMC 
1587, Promouter , M Merkuri BOKT 
1588, SƏTƏM üzrə mütəxəssis ,  Mars Overseas Baku 
1589, Junior export specialist ,  Mars Overseas Baku 
1590, Planning specialist ,  Mars Overseas Baku 
1591, Fasad Memarı , L Lodos 
1592, Receptionist-Office administrator , I Imza Group 
1593, Avtokar sürücüsü ,  Master Builders Solutions Azerbaijan 
1594, İR Biznes Patrnyor ,  PASHA Bank 
1598, Waiter / waitress , T The Landmark Hotel Baku 
1599, Telesatış üzrə Mütəxəssis , B Balli Bisi 
1600, Əlaqə Mərkəzi şöbəsinin Mütəxəssisi (gündüz növbəsi) ,  Ateshgah Sigorta 
1601, Prosesə nəzarət inspektoru ,  Azersun Holding 
1602, Müştəri xidmətləri üzrə mütəxəssis ,  Azersun Holding 
1603, Şəbəkə inzibatçısı mütəxəssisi ,  Azersun Holding 
1604, SAP Baş mütəxəssis ,  Azersun Holding 
1605, Əməliyyatçı xəzinədar ,  Azersun Holding 
1606, Xarici turlar üzrə tur meneceri ,  Selfie Travel 
1607, Hüquqşünas ,  AVT Logistics 
1608, Satınalma mütəxəssisi , C Caspian Industry 
1609, Learning & Development Specialist ,  Umid Babek Operating Company 
1610, Mühasib ,  Zeta Group 
1611, Business Analyst , O Oil and Gas Company 
1612, Mühasib köməkçisi , P Papa John’s Azərbaycan 
1613, Hüquqşünas ,  Cyberpoint 
1614, Game Developer ,  Code Academy 
1616, Xadimə , B Belvedere Residence 
1618, Distribution coordinator ,  Superfon 
1619, Maliyyə sahəsi üzrə Layihə meneceri , U U and R Company 
1620, Internship program , F FM Consulting 
1621, Logistics Coordinator , I Intransco Transport & Logistics Group 
1622, Accountant assistant , P Prolink Caspian MMC 
1623, Satış aqronomu , I Industrial Solutions Group 
1624, Marketing and Sponsorship Manager , C Caspian Entertainment Company 
1626, İnformasiya təhlükəsizliyi şöbəsinin mütəxəssisi - Kiber Təhlükəsizlik Əməliyyatları Mərkəzi mütəxəssisi (SOC analyst) ,  Xalq Bank 
1627, React Developer ,  Cronhex 
1628, Satınalma üzrə menecer , S Santral 
1629, İstismar xidmətləri üzrə texnik ,  The Club Port Baku 
1630, Graphic Designer/ Marketing Specialist , T The Landmark Hotel Baku 
1631, Kimya mühəndisi (təcrübəçi) ,  Kartaş LTD (Mr.Fix) 
1632, Baş Mühasib , C Canteen 
1639, Ofisiant ,  Sahil Hotel Baku 
1640, Budgeting and Cost Control Manager ,  STP Global Cable 
1641, Administrator (xanım) , D Dream Studio 
1642, Laboratoriya müdiri ,  Glassica 
1644, Gömrük rəsmiləşdirilməsi və Satınalmalar üzrə Mütəxəssis , P Penoplex Prikavkazye 
1645, Anbardar , E Enar Taxi MMC 
1646, Ərazi üzrə xidmətçi , R Radisson Baku Hotel 
1647, Steward , R Radisson Baku Hotel 
1648, Satış nümayəndəsi , T TEZ Logistics 
1649, Satış meneceri , T TEZ Logistics 
1650, Baş mühasib , T Tikinti firması 
1651, Koordinator (xanım) , A Aloprint 
1652, Əməyin mühafizəsi və Təhlükəsizlik texnikası üzrə Mütəxəssis ,  Ikma 
1655, Менеджер по продажам образовательных услуг ,  START IT 
1656, SMM Manager , H Haus Luxury Interiors 
1657, Office manager , T TID Consulting 
1658, Ресепшн-кассир , A Anticafe 
1659, Xadimə ,  Bestcomp Group 
1660, Satış mütəxəssisi ,  Bonamed 
1661, Tədris Administratoru ,  Bonamed 
1662, Korporativ satış üzrə mütəxəssis ,  Ferrum Capital 
1663, Kuryer , G Gədəbəy Mineral Suları MMC 
1664, İnsan Resursları üzrə Baş Mütəxəssis , G Gədəbəy Mineral Suları MMC 
1665, Sürücü , Q Qala Group 
1666, Katibə , Q Qala Group 
1667, İR üzrə aparıcı mütəxəssis , Q Qala Group 
1669, Xəzinədar (Bakı filialları üzrə) ,  Rabitabank OJSC 
1670, Saat üzrə ekspert ,  PRİME Accessories Mağazalar Şəbəkəsi 
1672, Müştəri xidmətləri təmsilçisi (Quba) ,  Azeri Express 
1673, Elektrik Mühəndisi ,  European Azerbaijan School 
1674, Xadimə ,  European Azerbaijan School 
1675, Product Owner , C Company 
1676, Category Lead Manager / Specialist , O Oil and Gas Company 
1677, Electrical Engineer ,  Socar Polymer 
1678, Maintenance Planning Engineer ,  Socar Polymer 
1679, Satış üzrə məsləhətçi (saat və zərgərlik məhsulları) , V VIP Aviation Services Company 
1680, Satış kanallarının idarəolunması üzrə ekspert ,  PASHA Insurance 
1681, Middle DBA Tester ,  PASHA Insurance 
1682, Direktorun köməkçisi-kargüzar , P Penoplex Prikavkazye 
1683, Mühafizəçi , F Flazer 
1684, Asisstant Event Manager ,  Konsis 
1685, Direktor asistenti , A Agrico 
1686, Dizayner ,  Veysəloğlu MMC 
1687, Təchizat üzrə kiçik mütəxəssis ,  Veysəloğlu MMC 
1688, İdxalat mütəxəssisi ,  Veysəloğlu-Rossmann 
1689, İxracat mütəxəssisi ,  Veysəloğlu MMC 
1691, Tur menecer ,  Portal Games 
1692, Receptionist ,  Portal Games 
1693, Aşpaz ,  Universal Poliqraf 
1694, Sosial media üzrə menecer ,  Universal Poliqraf 
1695, Aktyor / Aktrisa ,  Portal Games 
1696, Supervayzer , 1 189 Courier 
1697, Audit şöbəsinin rəhbəri , U Unitrade Group MMC 
1699, Büdcə və hesabatlıq üzrə baş mütəxəssis ,  MKT İstehsalat Kommersiya MMC 
1700, Tekstilə bir addım təcrübə proqramı ,  MKT İstehsalat Kommersiya MMC 
1701, Anbardar (Cəlilabad) ,  ELIT.EO 
1702, Kiçik mühasib ,  Agro Dairy 
1704, SEN Teacher ,  European Azerbaijan School 
1705, Associated Teacher (Primary School) ,  European Azerbaijan School 
1707, Marketinq müdiri , C Company 
1708, Accounting Specialist , J JTI 
1709, Satış müdiri , M MLK Construction Group 
1710, Aссистент транспортного координатора , T Transport Company 
1711, Baş mühəndis , A Almep Engineering Group 
1712, Usta , A Almep Engineering Group 
1714, Xadimə ,  Azərbaycan Mikro Kredit BOKT 
1717, Mexanika mühəndisliyi (HVAC) üzrə təcrübəçi , M MEP Engineering 
1718, Elektrik mühəndisliyi üzrə təcrübəçi , M MEP Engineering 
1720, Area Manager ,  Azerbaijan SuperMarket 
1721, Barista Satıcı , L Lifli 
1722, İnsan Resursları üzrə Aparıcı Mütəxəssis , C Company 
1723, Təchizat üzrə mütəxəssis , C Company 
1724, Topdan satış şəbəkəsi üzrə supervisor , C Company 
1725, Korporativ satış üzrə menecer ,  ASBC MMC (Торговая марка iSpace) 
1726, Инвестиционный Брокер (Специалист финансовых услуг) ,  Invest AZ QSC 
1727, Продавец-консультант , A ADORE kompani 
1728, Tərbiyəçi müəllim , A Alphakids 
1729, Dispetçer , U Uber Taxi Park 
1730, Key Account Sales Manager , C Company 
1731, Problemli kreditlərlə iş şöbəsinin mütəxəssisi , F Falcon Finance 
1732, Həkim-pediatr , A Alphakids 
1733, Aşpaz , A Alphakids 
1734, Korporativ müştərilər üzrə mütəxəssis , 1 189 Taxi 
1735, Maliyyə Hesabatları üzrə Mütəxəssis ,  Access Bank 
1736, Сервисный Техник ,  KARCHER 
1737, Maliyyə və Büdcə hesabatlığı üzrə Baş Mütəxəssis , S Star Mining LLC 
1738, Alternativ kanallar ilə satış departamentində kiçik mütəxəssis (Çatdırılma qrupu) ,  Yelo Bank 
1739, B2B satış mütəxəssisi ,  Boom Group 
1740, Biznes Təhlilçi ,  Bestcomp Group 
1741, Call Center Operatoru ,  Wentto 
1742, Baş elektrik ,  Daşkəsən Dəmir Filiz MMC 
1743, Sahə rəisi ,  Daşkəsən Dəmir Filiz MMC 
1744, Executive Assistant ,  Baku Electronics 
1746, Sürücü/Mebel ustası , L Lazzoni mebel 
1747, Head of Information and Communication Technology Department ,  Landau School 
1748, Kredit və bazar riskləri şöbəsinin rəisi ,  Azər Türk Bank 
1749, Əməliyyat riskləri və risk hesabatlıq şöbəsində Aparıcı / Baş mütəxəssis ,  Azər Türk Bank 
1750, Sürücü-Ekspeditor ,  By Telecom 
1751, Aparıcı Mühasib , B Baku Accountants Associates MMC 
1752, Qeydiyyatçı , A AGA Group 
1753, Ofis Menecer , N Netto Software 
1754, Ofis meneceri ,  Boom Group 
1756, Təchizat üzrə mütəxəssis , I ID - Agropark 
1757, Operator ,  SƏBA 
1759, Mühasib operatoru ,  Coffeemania 
1760, Supervayzer ,  Coffeemania 
1761, Ofisiant / Ofisiant köməkçisi ,  Coffeemania 
1762, Barista ,  Coffeemania 
1763, Mühasib , T TID Consulting 
1764, Mühasib , B Boranı restoranlar şəbəkəsi 
1765, DevOps Engineer ,  Golden Pay 
1766, SMM Manager ,  Onveiv 
1767, İnsan resursları üzrə mütəxəssis (Salyan) ,  MKT İstehsalat Kommersiya MMC 
1768, Bağban (Bilgəh) , P Private House 
1769, Korporativ satış şöbəsinin mütəxəssisi ,  Ateshgah Sigorta 
1770, Certification Coordinator , E Expro Group 
1771, Sürücü , F FLY INN BAKU 
1772, İlkin uçot sənədi üzrə qeydiyyatçı-operator , F FLY INN BAKU 
1774, Operations Administrator , O Orca Offshore FZC Azerbaijan 
1775, Korporativ satış üzrə mütəxəssis , L Libraff 
1776, Kassir , L Libraff 
1777, Satış üzrə mütəxəssis ,  Şam - Fi MMC 
1778, Merçendayzer , R Retailor LLC 
1779," Satınalma, təchizat və logistika şöbəsinin aparıcı mütəxəssisi ", A Azərbaycan Sənaye Korporasiyası 
1780, Daxili audit üzrə kiçik mütəxəssis , N NBA Technologies International LLC 
1781, Təftiş üzrə mütəxəssis ,  Zeytun Pharmaceuticals 
1782, Commercial Intern (with subsequent employment) , D Digerati 
1783, Arxivçi ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1784, Katib-referent ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1785, Konstruktor ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1786, Mexanika mühəndisi ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1787, Smeta mühəndisi ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1788, Zəif axın sistemləri üzrə mühəndis ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1789, Elektrik mühəndisi ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1790, Hüquqşünas ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1791, Keyfiyyətə nəzarət və təminat şöbəsinin müdiri ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1792, Layihəçi memar ," Q “Qarabağ İqtisadi Rayonunda Bərpa, Tikinti və İdarəetmə Xidməti” Publik Hüquqi Şəxs "
1794, Risklərin idarə olunması üzrə baş mütəxəssis ,  Azərpoçt 
1795, Məlumat bazası və ödəniş sistemlərinə texniki dəstək üzrə mühəndis ,  Caspian Innovation Center 
1796, Mağaza meneceri (Elektronika – İmişli) ,  ELIT.EO 
1797, Internal Auditor ,  Amal Group 
1798, Marketing Project Manager , C Company 
